PM_fall_La,xcoordinat,ycoordinat,pmF7,pmF8,pmF9,pmF10,pmF11,no2F7,no2F8,no2F9,no2F10,no2F11,GroupCount,median_gas,median_tmp,median_dwp,median_rel,median_drc,median_skn,median_msl,median_vsb,median_fee,log_CalibN,Calib_NO2,StDist,HwDist,BsRtDist,TrkRtDist,BsDpDist,PortDist,RlydDist,WstProcDist,WtTrtDist,AportDist,RstrDist,StLength_50,HwLength_50,BsRtLength_50,TrkRtLength_50,AADT_50,TruckAADT_50,BldArea_50,RsdArea_50,RsdUnit_50,IndArea_50,ComArea_50,RecArea_50,CATS_50,Bnchmrk_50,TotalPopu_50,StLength_100,HwLength_100,BsRtLength_100,TrkRtLength_100,AADT_100,TruckAADT_100,BldArea_100,RsdArea_100,RsdUnit_100,IndArea_100,ComArea_100,RecArea_100,CATS_100,Bnchmrk_100,TotalPopu_100,StLength_250,HwLength_250,BsRtLength_250,TrkRtLength_250,AADT_250,TruckAADT_250,BldArea_250,RsdArea_250,RsdUnit_250,IndArea_250,ComArea_250,RecArea_250,CATS_250,Bnchmrk_250,TotalPopu_250,StLength_500,HwLength_500,BsRtLength_500,TrkRtLength_500,AADT_500,TruckAADT_500,BldArea_500,RsdArea_500,RsdUnit_500,IndArea_500,ComArea_500,RecArea_500,CATS_500,Bnchmrk_500,TotalPopu_500,StLength_1000,HwLength_1000,BsRtLength_1000,TrkRtLength_1000,AADT_1000,TruckAADT_1000,BldArea_1000,RsdArea_1000,RsdUnit_1000,IndArea_1000,ComArea_1000,RecArea_1000,CATS_1000,Bnchmrk_1000,TotalPopu_1000,BusDepot_50,Port_50,Railyard_50,WasteProc_50,WaterTreat_50,Airport_50,Restaurant_50,BusDepot_100,Port_100,Railyard_100,WasteProc_100,WaterTreat_100,Airport_100,Restaurant_100,BusDepot_250,Port_250,Railyard_250,WasteProc_250,WaterTreat_250,Airport_250,Restaurant_250,BusDepot_500,Port_500,Railyard_500,WasteProc_500,WaterTreat_500,Airport_500,Restaurant_500,BusDepot_1000,Port_1000,Railyard_1000,WasteProc_1000,WaterTreat_1000,Airport_1000,Restaurant_1000
"46111",1014029.089999999967404,234115.209899999987101,9.181932238000000,8.212411681000004,8.464101622999999,7.908260814000000,8.439301521999999,19.515214980000000,19.871873330000000,19.777494529999998,20.714122530000001,20.636335780000000,"24",378.000000000000000,11.822222222222200,-0.629629629629630,56.521333333333303,210.000000000000000,4.115520000000000,102.076833333332985,16.100000000000001,11.822222222222200,2.003180800000000,7.412658650000000,1,550.9950558,148.2821532,1,561.97291,250.6093033,48.07315053,170.01553,578.1762269,2978.274595,895.0138669,396.39751,0,0,308.1817984,"0","0","662023","0","0","270680","115500","0","0",1387444,"0",818.140524,0,0,569.2772633,"0","0","972573","0","0","581230","382497","0","1",1555144,"0",3023.442527,0,902.9344864,2168.379701,"92143","30697","2006146","925","0","1416742","813693","0","23",10932107.2,"0",9587.046489,0,2061.445749,4240.840004,"125275","33919","4362181","498186","557","3093183","1724345","550000","32",92313265.2,"0",41925.4409,3810.940209,8798.863582,19973.70648,"1378309","163398","20360026","7411719","8046","11341774","3028477","957584","200",565669689.8,"21572","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","0","0","0","0","1","1","11","0","0","0","4","2","1","25","2","0","1"
"46113",1014029.089999999967404,234771.377899999992223,9.233378939000000,8.244983770999999,8.529229496999999,7.948066682000000,8.327024879000000,20.784121299999999,21.043672170000001,20.865255410000000,21.526495780000001,21.244831770000001,"303",352.000000000000000,13.471296296296300,6.444444444444440,59.397666666666701,164.333333333333002,4.930050000000000,102.247333333333003,16.100000000000001,13.471296296296300,1.900268700000000,6.687691000000000,1,415.9478888,108.7099563,1,482.1355859,450.6097097,211.0306541,32.33697502,720.9292103,3148.571131,727.0086678,740.7723537,0,0,314.4266442,"49362","18479","320005","0","0","290005","120772","0","1",1555144,"0",1264.289251,0,0,472.5946495,"49362","18479","540652","0","0","510652","226772","0","15",1555144,"0",4874.831499,0,1153.671821,2540.410822,"96590","30962","2636188","162699","185","1889620","1070710","0","25",43266115.5,"0",13011.21801,978.9593212,1980.672863,7237.429504,"728638","76305","5293567","1114350","1248","3402902","1768317","5000","41",112405321.6,"1909",49208.32847,4562.266434,11155.85935,21955.40534,"2109792","223907","22447222","10658475","11557","10204766","3212303","1347162","272",611917827.3,"31002","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","1","4","0","0","0","1","1","1","10","0","0","0","4","2","1","24","1","0","2"
"46116",1014029.089999999967404,235755.629899999999907,8.902594903000002,7.882088836000000,8.251351935000002,7.672325652000000,8.109609877000000,19.973366429999999,20.104807090000001,20.027828570000000,20.579956820000000,20.573847189999999,"734",396.000000000000000,18.359259259259300,7.272222222222220,52.234083333333302,225.500000000000000,4.861458000000000,101.649333333333004,16.100000000000001,18.359259259259300,2.224143300000000,9.245561000000000,1,227.9050884,1,50.14387207,478.6400078,750.6103193,507.8079463,167.6636346,973.6099327,3410.069162,519.4033928,687.9317502,0,305.9006953,0,"18842","1371","224863","3267","4","221596","135614","0","1",813856.8,"0",1699.469843,0,563.7824388,256.6262782,"35280","7377","812637","220131","253","588356","275235","0","4",17775915.6,"0",5678.145854,331.5576544,1076.797888,2170.165772,"665090","71400","1738830","512756","578","1204458","520102","0","22",57228275.3,"0",18473.07423,2172.969731,4211.376296,9998.452918,"1109173","118053","8328517","4040706","4438","3583390","1172610","95074","108",250326386.5,"11213",55743.07447,5909.532838,15897.15437,25283.77456,"2183942","216646","29506683","15851287","17116","12047256","3326425","1441232","355",836489797.6,"50591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","5","0","0","0","4","2","1","22","1","0","3"
"46117",1014029.089999999967404,236083.713900000031572,8.995729013000000,7.967451669000000,8.321217018000000,7.586676030000000,8.198934068000000,20.542401259999998,20.625837570000002,20.547081790000000,20.884421960000001,21.000053699999999,"603",374.000000000000000,17.361111111111100,6.259259259259260,59.875000000000000,232.166666666666998,4.372740000000001,101.741333333333003,16.100000000000001,17.361111111111100,1.998754100000000,7.379856000000000,1,165.5714022,1,30.06622151,507.3629549,850.6105225,607.437841,252.9068804,1063.31663,3498.608631,472.7855125,756.0354122,0,245.1729447,142.017875,"35280","7377","421939","171646","192","246143","98340","0","2",0,"0",1617.67073,0,468.4268461,438.6323909,"42334","8671","677391","223530","259","447483","204985","0","3",16962058.8,"0",6026.090315,892.756936,975.4424104,3290.667164,"736907","57532","1879601","488962","550","1376727","343204","0","7",60539168.6,"2396",19185.56667,2474.106002,4574.357545,9473.336404,"1116897","118421","9089727","5358710","5852","3424113","959460","212685","144",280041646.4,"15840",57464.93623,6353.764875,16806.06844,26172.28427,"2408939","237744","30412182","16946510","18495","12003272","3030299","3289680","378",865113770.7,"55936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","4","1","1","21","0","0","3"
"46118",1014029.089999999967404,236411.797800000000279,9.610993113999999,8.582718424999999,8.809107044999999,7.487816402000000,8.397152368000000,20.686953129999999,20.725792689999999,20.608200629999999,20.634181779999999,20.776199009999999,"173",316.000000000000000,8.888888888888889,0.802777777777778,56.889666666666699,210.000000000000000,3.601080000000000,103.013000000000005,16.100000000000001,6.822222222222220,1.238809100000000,3.451500700000000,1,103.7124859,58.94841629,8.189669068,552.9359298,950.6106952,707.1722487,326.7410511,1154.715647,3587.750397,444.1536709,884.0601006,0,0,318.8044089,"29526","7692","171743","1936","5","164857","76320","0","2",0,"0",1553.055344,0,269.5850558,570.6910353,"48368","9063","840185","176259","200","656750","76320","0","3",0,"0",6328.954668,1270.038231,1076.097106,4163.433812,"883667","71736","1978501","780757","893","1170868","266564","0","9",66318521.1,"4102",19908.57049,2823.466727,4820.414482,9552.553488,"1719997","159636","9791290","6304106","6814","3357132","760792","567636","158",326352823,"18008",58242.8506,6532.99408,17246.53412,26166.9459,"2525699","245300","32177869","17984694","19608","12690131","2881844","2765094","406",923877447.6,"59689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","4","1","2","17","0","0","6"
"46119",1014029.089999999967404,236739.881800000002841,9.687691427000001,8.652568478999999,8.833064368000000,7.200651003000000,8.292782483000000,20.572533839999998,20.575301240000002,20.408655079999999,19.940598949999998,20.142151089999999,"853",377.000000000000000,18.679629629629598,7.777777777777780,42.020000000000003,264.166666666667027,4.544220000000000,101.866833333333005,16.100000000000001,18.679629629629598,2.362902200000000,10.621733000000001,1,42.08494592,137.7151411,1,594.8837265,1050.610898,806.9724693,411.7737608,1247.435103,3677.450711,436.6554704,799.234029,53.86588781,0,502.3284791,"321094","28763","469592","0","0","468792","20300","0","2",0,"0",1806.087913,548.8380184,0,1701.809263,"845205","67994","534017","24570","19","507657","53175","0","3",0,"1412",6426.170289,1571.204442,1163.640882,4577.505323,"899689","72386","2218939","1101979","1178","1091157","175555","17865","24",53325208.3,"4102",19826.16078,3232.599926,5709.748387,9240.798262,"1739685","150022","10261937","7219790","7699","2912996","391579","582636","180",399217194.7,"22317",59046.31764,6598.973983,18311.13063,26033.71661,"2472496","239620","33168373","19054311","20941","12787735","2923715","2779544","425",932857533.8,"58341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","4","0","2","15","0","0","6"
"46120",1014029.089999999967404,237067.965800000005402,9.654602197999999,8.610821358000004,8.775869032999999,6.955434048000000,8.263120684000000,25.538694679999999,25.426899250000002,23.960505479999998,20.759280260000001,20.937489260000000,"918",398.000000000000000,14.419444444444499,2.662037037037040,43.715000000000003,260.000000000000000,4.394175000000000,101.896166666666986,16.100000000000001,14.419444444444499,2.190648100000000,8.941013750000000,1,1,112.8772143,1,595.6014967,1150.611102,742.2206657,502.3501039,1341.201151,3767.669657,437.0570945,956.3885345,491.9565768,0,1317.716423,"839171","67602","507773","113896","105","393877","0","0","1",7582077.6,"3118",2187.456272,892.1515107,0,2389.710037,"861227","68644","770532","269690","285","485342","0","0","5",11032958.8,"3118",6833.018183,1781.977247,1279.02351,4678.429946,"929735","75456","2767592","1818613","1919","921196","78235","23365","37",50273535,"9852",19896.84164,3553.691221,5989.771018,9407.256516,"1708399","138392","12294120","8786825","9162","3301397","326956","574638","193",469316834.3,"24810",60132.39378,6826.339632,19057.02718,25748.78712,"2601915","252607","35138109","21115926","22956","12684161","2800177","2735724","452",979244795.2,"61854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","2","14","0","0","6"
"46121",1014029.089999999967404,237396.049800000007963,9.530718980000000,8.476722688000002,8.650740244000000,6.746473573000000,7.821727700000000,28.798887579999999,28.561413009999999,26.924318889999999,22.950346230000001,22.701200470000000,"348",395.000000000000000,18.277777777777800,8.277777777777780,52.283333333333303,229.583333333333002,4.115520000000000,101.469499999999996,16.100000000000001,18.277777777777800,2.159214750000000,8.664333500000000,1,1,51.38164909,1,608.7590195,1250.611305,642.2646293,595.9477369,1435.808762,3858.370852,452.510153,1275.02011,710.1703004,0,1609.921749,"848139","66958","580172","171900","170","408272","0","0","2",7582077.6,"3118",2297.026643,1015.411424,326.91936,2338.495546,"874813","70623","1154915","680045","773","460170","0","0","10",17393962.3,"3118",6951.051109,2033.312479,1504.093536,4901.907645,"1593321","130538","3370507","2220041","2265","1129059","22215","19465","52",88176549.3,"10967",19316.46891,3793.499006,6231.494235,9617.449,"1715193","138866","12487812","9013674","9380","3268223","279331","616138","194",456393317.2,"26612",61491.12241,7142.099795,20189.58677,25678.23947,"2603662","252873","36569846","22796616","24649","12448503","2552534","2926561","473",1008571820,"68830","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","1","11","0","0","6"
"46122",1014029.089999999967404,237724.133799999981420,9.560043463000000,8.498148795000002,8.644541003000002,6.522293824000000,7.476374203000000,24.799783489999999,24.626940500000000,23.375892570000001,20.272428089999998,19.643617350000000,"879",377.000000000000000,19.653703703703702,8.277777777777780,60.548166666666702,230.000000000000000,4.852884000000000,101.433999999999997,16.100000000000001,19.653703703703702,2.272568000000000,9.704288999999999,1,1,1,1,637.5217847,1350.611508,542.3248776,676.2362185,1531.101942,3949.521072,488.3769595,1146.425114,492.1683305,236.8622546,1055.287629,"782272","57437","830995","741977","826","89018","0","0","10",20480721.5,"1706",2200.653637,889.9100589,440.0864759,1861.418633,"812572","65138","1282889","992410","1055","290479","0","0","14",36693204.1,"4606",6788.897391,2126.834188,2317.432938,5037.334178,"1641231","134170","4886864","3406120","3272","1457647","1915","19465","65",147404072.7,"14301",19371.38525,3971.73732,7055.124769,10088.33492,"1734990","141576","12462482","8981947","9394","3296862","190261","674586","189",386310022,"30478",61821.9522,7412.576545,20776.68223,24524.73864,"2623914","254407","37653767","24317541","26476","12348581","2299832","3014439","477",1041537539,"72983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","1","10","0","0","6"
"46123",1014029.089999999967404,238052.217800000013085,9.201331336000001,8.125826105000000,8.316200922000000,6.273044933000000,7.217465679000000,24.181103409999999,23.961178810000000,23.760440819999999,21.574971500000000,21.110832479999999,"959",395.000000000000000,9.055555555555561,3.888888888888890,58.745833333333302,229.666666666666998,3.832578000000000,102.031666666666993,16.100000000000001,8.158333333333330,2.138049800000000,8.482879000000002,1,38.86706727,1,16.54963324,679.9121925,1450.611711,442.4124467,660.5141557,1625.682125,4041.089933,415.3387962,650.254007,62.8365018,312.3689772,268.9375404,"424466","33580","993069","768066","796","225003","0","0","12",30739807.5,"3194",2132.883492,547.6599093,1224.309871,1446.403079,"1160544","89675","1640328","1241625","1247","398703","0","0","23",67521894.3,"9709",6492.46618,2024.184072,2546.050216,4580.332529,"1635129","132920","5010052","3556714","3471","1432241","1915","33749","63",148869065.4,"17769",19485.4593,4074.787419,7087.797649,10176.83651,"2010555","166443","12787963","8937304","9429","3674973","171296","674586","186",384992610.2,"34639",62295.96588,7636.73399,21283.09376,23991.33627,"2655421","253781","38907647","25918388","28192","12234726","2008312","3028482","486",1175069952,"74602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","3","0","1","8","0","0","7"
"46124",1014029.089999999967404,238380.301799999986542,8.786252789000002,7.695867262000000,7.979116109000000,6.171448056000000,6.856170214000000,26.222868739999999,25.945034410000002,25.303303929999998,21.912904120000000,21.219789120000002,"1243",391.000000000000000,15.772222222222201,6.069444444444440,53.634999999999998,226.500000000000000,4.561368000000000,101.665499999999994,16.100000000000001,15.772222222222201,2.097030900000000,8.141959000000000,1,100.1634316,1,1,733.5715605,1550.611914,342.5512433,658.2134286,1698.327596,4133.04961,315.4056064,664.3706884,0,794.9228926,310.4604917,"96838","9141","1561301","1157741","1040","403560","0","0","12",41349741.3,"7263",1494.360985,0,1270.268739,693.6354945,"223978","20974","2527440","1792069","1645","735371","0","4300","23",86393941.5,"9709",6127.848388,1719.362976,2584.296659,3857.337691,"1562552","122679","5139089","3772112","3849","1349637","0","48744","62",159166662.2,"17048",19158.32909,4106.523111,6690.449389,10011.80006,"1966227","163416","12899016","9085592","9611","3672896","124421","708052","186",363338917.4,"31412",62095.473,7821.148821,21791.0754,22903.16111,"2674737","254856","39407465","26883675","29337","11789306","1511983","3089651","498",1229872705,"80377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","2","0","1","8","0","0","6"
"46125",1014029.089999999967404,238708.385799999989104,8.170358200000004,7.062026694000000,7.457160012000000,5.985057881000000,6.432396339000000,22.173878160000001,21.948914569999999,21.499799679999999,18.807847800000001,18.149019450000001,"87",346.000000000000000,5.000000000000000,-5.417592592592590,46.923333333333296,0.000000000000000,0.000000000000000,102.034999999999997,16.100000000000001,5.000000000000000,2.427698400000000,11.332768000000000,1,163.4210663,7.809396252,5.935377398,796.2248177,1650.612118,242.804483,659.7443264,1773.637775,4225.374586,215.5345882,546.2985806,0,615.3760653,335.5034341,"96838","9141","1068259","776111","625","292148","0","4300","9",12861036.8,"7263",1221.623055,0,1171.25717,505.1972086,"96838","9141","2283089","1500968","1288","782121","0","4300","23",75009864.2,"7774",5987.400998,1314.455205,3168.843627,3555.480991,"1544880","121066","5526531","4019752","4153","1506779","0","83232","63",189510970.3,"19643",18964.51377,3963.564127,6734.524024,9534.881364,"1978555","164830","12998236","9522115","10078","3382503","121445","768755","195",367095638.1,"36094",61510.65113,7961.538254,21920.37232,22111.21916,"2553205","217243","39803160","27640384","30204","11365574","1307702","3102751","488",1236762006,"83669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","0","0","3","2","0","1","4","0","0","6"
"46126",1014029.089999999967404,239036.469799999991665,7.857985400000000,6.735941565000000,7.192833812000000,5.874671076000000,6.200749043000000,21.702330159999999,21.432452370000000,21.055867419999998,18.428648480000000,17.825209030000000,"479",371.000000000000000,19.944444444444400,8.277777777777780,56.162666666666702,220.000000000000000,5.693136000000000,101.566000000000003,16.100000000000001,19.944444444444400,2.259209600000000,9.575518000000001,1,231.5522016,1.137064071,1.060806411,865.9219178,1750.612321,143.4111602,673.9779716,1851.28749,4318.04143,115.8865918,447.8805701,0,398.3070762,199.5566017,"23338","1772","1233228","985997","958","247231","0","4300","8",6433253.9,"4069",1060.057594,0,708.7096045,404.3954683,"35550","2504","2405875","1623523","1623","782352","0","62748","21",45455040.9,"7348",5603.773674,225.843707,3095.459727,2136.597261,"665530","55526","5477894","3860113","4021","1614461","0","83982","57",187170735.6,"20642",19396.62435,3759.767063,7581.305415,8902.423234,"1949288","162390","13239275","9752848","10496","3332779","108125","742545","193",391123337.8,"39413",61225.32405,8057.594798,22216.25087,21874.42274,"2551253","212334","40879718","28507265","31009","11546266","1181356","1303717","496",1292363078,"86337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","1","0","0","0","3","2","0","1","3","0","0","6"
"46127",1014029.089999999967404,239364.553799999965122,7.708454031000000,6.574567602000000,7.052716246000000,5.800797850000000,6.103654760000000,21.689044650000000,21.390054700000000,20.904922490000001,18.008363370000001,17.393236819999998,"1099",401.000000000000000,18.277777777777800,8.277777777777780,53.306666666666707,220.000000000000000,5.144400000000000,101.616666666667001,16.100000000000001,18.277777777777800,2.085269200000000,8.046758000000002,1,307.2108899,1,1,897.249718,1850.612524,46.68603719,702.3034368,1930.994528,4411.028595,20.1078816,625.2705019,0,636.0742881,344.829549,"35550","2504","1197934","962934","950","235000","0","34488","10",23869569.2,"6837",1295.811787,0,981.0136951,583.2404066,"82914","6047","2300220","1595195","1636","705025","0","58448","15",61520943.3,"8566",5117.249362,0,2706.090494,1384.444028,"173258","14394","5033471","3565275","3799","1464876","0","92182","57",152596157.4,"18707",19003.33537,3542.088953,7757.538584,8277.090071,"2026490","166214","13053990","9837957","10691","3099799","132863","639394","180",378700342.6,"38118",60479.10461,8069.767072,22886.77425,21897.42556,"2606833","214452","39576059","28637294","31287","10067163","974629","1226234","499",1144304740,"91601","0","0","1","0","0","0","2","0","0","1","0","0","0","3","0","0","1","0","0","0","3","0","0","1","0","0","0","3","2","0","1","3","0","0","6"
"46128",1014029.089999999967404,239692.637699999992037,7.663625958000000,6.519594383000000,7.004513665000000,5.738980697000000,6.043393939000000,25.576348790000001,25.162418169999999,24.605425489999998,20.941078139999998,20.374831260000001,"2295",397.000000000000000,17.222222222222200,6.492592592592590,53.408000000000001,231.282051282050986,5.435916000000000,101.713416666667001,16.100000000000001,17.222222222222200,2.156626700000000,8.641935999999999,1,383.2593025,1,1,913.0085447,1950.612697,20.51810736,743.1110206,2012.514433,4504.316215,1,708.6977991,0,705.8393818,432.877957,"92986","6701","1222523","904252","901","318271","0","34488","6",23841621.5,"9671",1394.376595,0,1090.41612,635.9652708,"92986","6701","1805904","1226950","1236","578954","0","55794","8",48466630.9,"10182",5499.87722,0,2767.611233,1237.758536,"134262","10203","5014498","3573054","3938","1374467","0","130801","59",123602272.2,"18476",18607.07322,3253.044556,7835.206456,7713.781785,"1995654","163825","12849828","9703162","10839","3029276","142166","294186","164",373553229.5,"37886",60782.95384,8011.53435,23857.50868,21934.26944,"2666084","218101","40219368","29335569","31950","10046549","900046","1208498","504",1187788990,"94572","0","0","1","0","0","0","3","0","0","1","0","0","0","3","0","0","1","0","0","0","3","0","0","1","0","0","0","4","1","0","1","3","0","0","7"
"46129",1014029.089999999967404,240020.721699999994598,7.644920619000000,6.490971195000000,6.979709190000000,5.702054804000000,6.038977801000000,22.220562130000001,21.859009210000000,21.505803060000002,18.667184830000000,18.089636110000001,"301",388.000000000000000,20.611111111111100,8.277777777777780,48.477666666666693,250.500000000000000,4.749996000000000,101.454999999999998,16.100000000000001,20.611111111111100,2.188519000000000,8.921989000000000,1,459.4215101,1,1,939.2083027,2050.6129,61.5833793,794.4796766,2095.635702,4597.886057,45.95305174,558.9748919,0,396.7626994,297.2928337,"92986","6701","505361","291232","304","214129","0","6250","1",26204021.8,"7869",1499.401222,0,1092.835576,546.6806262,"111348","8507","990487","521126","607","469361","0","48238","8",43831709.5,"10424",5608.882416,0,3008.859695,1200.712094,"134262","10203","4934141","3777831","4121","1058368","8640","121501","61",150164649,"18476",18973.28595,2216.931277,7834.559,5963.915021,"1378935","118610","12775062","9572530","10750","3078407","97935","295963","160",391194100.2,"41254",60695.94484,8029.695814,24383.45031,21535.291,"2676931","219021","40596310","29965429","32531","9802113","850671","1648059","505",1153494949,"96337","0","0","0","0","0","0","1","0","0","1","0","0","0","3","0","0","1","0","0","0","3","0","0","1","0","0","0","4","1","0","1","2","0","0","6"
"46130",1014029.089999999967404,240348.805699999997159,7.515723475000000,6.350554746000000,6.864700706000000,5.639925102000000,5.991524433000000,21.456143279999999,21.086094639999999,20.889204029999998,18.291246829999999,17.779105930000000,"1164",356.000000000000000,20.611111111111100,9.981481481481479,56.154000000000003,190.333333333333002,5.453064000000000,101.349999999999994,16.100000000000001,20.611111111111100,2.179369800000000,8.840733500000002,1,471.7259098,1,1,975.0076669,2150.613103,159.3911381,854.5068786,2180.17516,4691.721209,145.4837433,657.7042314,0,490.0596021,200.0034245,"47608","4174","377080","221732","247","121015","0","7500","1",2362400.3,"4739",1590.002637,0,1060.504113,300.0056642,"57680","4828","933849","480621","562","384560","0","26528","7",24013450.8,"10311",5886.837018,0,3103.38093,1101.078569,"142386","10594","4431028","3446430","3744","887292","12490","112597","49",147078478.3,"20158",18421.51365,772.3902222,6999.57956,3492.836616,"486505","42269","13771351","10321883","11644","3287907","97935","317577","174",393497443.1,"37814",59804.02471,7825.555986,23639.06345,20931.88486,"2638111","216702","41341375","30412480","33007","10157360","756493","5655059","521",1213901300,"88645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","1","0","0","0","4","1","0","1","2","0","0","6"
"46131",1014029.089999999967404,240676.889699999999721,7.245876781000000,6.067170477000000,6.632435010000000,5.593181553000000,5.891382647000000,21.193085050000001,20.797700310000000,20.658946019999998,18.166783020000000,17.607559980000001,"645",381.000000000000000,15.173148148148099,8.277777777777780,50.135333333333293,183.666666666666998,4.115520000000000,101.980000000000004,16.100000000000001,15.173148148148099,2.179821500000000,8.844727499999999,1,483.5638769,1,1,1019.395775,2250.613306,258.879583,921.5021084,2265.974083,4785.806066,185.8374147,669.780372,0,608.3139003,200.0054925,"47608","4174","498680","312250","336","117762","8640","7500","3",0,"4739",1675.062042,0,964.753413,300.0076696,"48692","4226","1121273","672960","745","378545","8640","20278","6",13577420.6,"8180",5945.320825,0,2968.255277,927.2660644,"142386","10594","3706634","2771909","3099","838991","12490","78873","45",142922338.4,"18757",18389.4396,417.1446237,7301.953244,3079.43699,"432679","39285","13529155","10461153","11789","2876170","97935","361800","166",407406835.9,"36365",59669.65141,7560.320141,23413.82161,20096.40587,"2537196","208245","41573848","30885722","33419","9939326","760538","5730813","519",1279685731,"96589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","4","0","0","1","2","0","0","5"
"46132",1014029.089999999967404,241004.973700000002282,7.104949792000000,5.914774792000000,6.510140206000000,5.553079088000000,5.866994700000000,20.414155370000000,19.987724810000000,19.978132519999999,17.795288230000001,17.272177950000000,"56",381.500000000000000,13.888888888888900,6.722222222222220,48.177999999999997,235.083333333333002,4.861458000000000,102.021416666666994,16.100000000000001,13.888888888888900,2.273679500000000,9.715104999999999,1,495.570028,1,1,1071.305569,2350.61351,358.6527894,931.3428015,2352.894694,4880.126185,86.15521513,601.0615007,0,400.0378704,200.0057639,"14188","1048","727189","481698","515","185366","8640","0","3",28214119.9,"4139",1603.474756,0,891.1751454,300.0082958,"48692","4226","1124004","806032","850","247240","8640","10884","7",38098252.6,"8180",5870.859576,0,2481.09746,602.4877729,"111430","7849","3763487","2821859","3179","838437","12490","70673","43",120194912.9,"17264",18665.14931,195.8896204,7965.233851,2668.366244,"337423","29297","13001574","10050404","11431","2737593","97935","285284","157",389748578.5,"45170",58441.9571,7165.956616,23432.46007,19115.87367,"2525107","202753","41083445","30508216","33243","9908501","777459","5765960","513",1359872237,"96078","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","4","0","0","1","2","0","0","6"
"46133",1014029.089999999967404,241333.057700000004843,7.028739375000000,5.827904845000000,6.441391294000000,5.531377645000000,5.819611807000000,20.051336610000000,19.598859269999998,19.605240129999999,17.451958749999999,16.903759820000001,"42",372.000000000000000,12.147222222222201,-0.382407407407407,48.177999999999997,50.000000000000000,4.372740000000001,102.297333333333015,16.100000000000001,12.147222222222201,2.073776000000000,7.954949600000000,1,507.3083837,1,1,1129.70066,2450.613713,458.5249061,866.7269268,2440.817162,4974.668183,10.07806079,597.3397412,0,400.0537095,200.0043222,"14188","1048","647227","457113","470","189150","8640","15820","4",35645813.4,"4139",1650.577918,0,575.2668111,300.4612108,"35694","2228","1080884","716199","872","331864","8640","15820","7",39105203.1,"9400",5916.026155,0,2145.399011,605.2868836,"113188","7933","3954202","3069406","3392","762677","12490","85152","40",124929025.9,"17264",18651.77584,76.92690406,8364.970049,2270.809313,"242097","19306","12348193","9365789","10720","2746870","77111","288464","164",407135069.3,"42857",56936.1044,6681.184599,23571.41242,18178.64558,"2580890","208210","40956591","30373344","33155","9985066","798756","6781271","502",1569933003,"98511","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","4","0","0","1","1","0","0","7"
